#ip-address apv-chip-id apv-pad-id module-id pin-id pad-id
192.168.35.71 17 9 107 9 569
192.168.35.71 18 9 107 9 850
192.168.35.71 19 9 107 9 579
192.168.35.71 20 9 107 9 69
192.168.35.71 21 9 107 9 64
192.168.35.71 22 9 107 9 79
192.168.35.71 23 9 107 9 74
192.168.35.72 0 9 108 9 1305
192.168.35.72 1 9 108 9 1300
192.168.35.72 2 9 108 9 1315
192.168.35.72 3 9 108 9 1310
192.168.35.72 4 9 108 9 840
192.168.35.72 5 9 108 9 569
192.168.35.72 6 9 108 9 850
192.168.35.72 7 9 108 9 579
192.168.35.72 8 9 108 9 69
192.168.35.72 9 9 108 9 64
192.168.35.72 10 9 108 9 79
192.168.35.72 11 9 108 9 74
192.168.35.72 20 9 109 9 1305
192.168.35.72 21 9 109 9 1300
192.168.35.72 14 9 109 9 1315
192.168.35.72 15 9 109 9 1310
192.168.35.72 16 9 109 9 840
192.168.35.72 17 9 109 9 569
192.168.35.72 18 9 109 9 850
192.168.35.72 19 9 109 9 579
192.168.35.72 12 9 109 9 69
192.168.35.72 13 9 109 9 64
192.168.35.72 22 9 109 9 79
192.168.35.72 23 9 109 9 74
192.168.35.18 12 41 101 41 88
192.168.35.18 13 41 101 41 83
192.168.35.18 14 41 101 41 98
192.168.35.18 15 41 101 41 93
192.168.35.18 16 41 101 41 506
192.168.35.18 17 41 101 41 863
192.168.35.18 18 41 101 41 516
192.168.35.18 19 41 101 41 873
192.168.35.18 20 41 101 41 1286
192.168.35.18 21 41 101 41 1281
192.168.35.18 22 41 101 41 1296
192.168.35.18 23 41 101 41 1291
192.168.35.18 0 41 102 41 88
192.168.35.18 1 41 102 41 83
192.168.35.18 2 41 102 41 98
192.168.35.18 3 41 102 41 93
192.168.35.18 4 41 102 41 506
192.168.35.18 5 41 102 41 863
192.168.35.18 6 41 102 41 516
192.168.35.18 7 41 102 41 873
192.168.35.18 8 41 102 41 1286
192.168.35.18 9 41 102 41 1281
192.168.35.18 10 41 102 41 1296
192.168.35.18 11 41 102 41 1291
192.168.35.17 12 41 103 41 1291
192.168.35.17 13 41 103 41 1296
192.168.35.17 14 41 103 41 1281
192.168.35.17 15 41 103 41 1286
192.168.35.17 16 41 103 41 873
192.168.35.17 17 41 103 41 516
192.168.35.17 18 41 103 41 863
192.168.35.17 19 41 103 41 506
192.168.35.17 20 41 103 41 93
192.168.35.17 21 41 103 41 98
192.168.35.17 22 41 103 41 83
192.168.35.17 23 41 103 41 88
192.168.35.17 0 41 104 41 88
192.168.35.17 1 41 104 41 83
192.168.35.17 2 41 104 41 98
192.168.35.17 3 41 104 41 93
192.168.35.17 4 41 104 41 506
192.168.35.17 5 41 104 41 863
192.168.35.17 6 41 104 41 516
192.168.35.17 7 41 104 41 873
192.168.35.17 8 41 104 41 1286
192.168.35.17 9 41 104 41 1281
192.168.35.17 10 41 104 41 1296
192.168.35.17 11 41 104 41 1291
192.168.35.71 0 41 106 41 1286
192.168.35.71 1 41 106 41 1281
192.168.35.71 2 41 106 41 1296
192.168.35.71 3 41 106 41 1291
192.168.35.71 4 41 106 41 863
192.168.35.71 5 41 106 41 506
192.168.35.71 6 41 106 41 873
192.168.35.71 7 41 106 41 516
192.168.35.71 8 41 106 41 88
192.168.35.71 9 41 106 41 83
192.168.35.71 10 41 106 41 98
192.168.35.71 11 41 106 41 93
192.168.35.71 12 41 107 41 1286
192.168.35.71 13 41 107 41 1281
192.168.35.71 14 41 107 41 1296
192.168.35.71 15 41 107 41 1291
192.168.35.71 16 41 107 41 863
192.168.35.71 17 41 107 41 506
192.168.35.71 18 41 107 41 873
192.168.35.71 19 41 107 41 516
192.168.35.71 20 41 107 41 88
192.168.35.71 21 41 107 41 83
192.168.35.71 22 41 107 41 98
192.168.35.71 23 41 107 41 93
192.168.35.72 0 41 108 41 1286
192.168.35.72 1 41 108 41 1281
192.168.35.72 2 41 108 41 1296
192.168.35.72 3 41 108 41 1291
192.168.35.72 4 41 108 41 863
192.168.35.72 5 41 108 41 506
192.168.35.72 6 41 108 41 873
192.168.35.72 7 41 108 41 516
192.168.35.72 8 41 108 41 88
192.168.35.72 9 41 108 41 83
192.168.35.72 10 41 108 41 98
192.168.35.72 11 41 108 41 93
192.168.35.72 20 41 109 41 1286
192.168.35.72 21 41 109 41 1281
192.168.35.72 14 41 109 41 1296
192.168.35.72 15 41 109 41 1291
192.168.35.72 16 41 109 41 863
192.168.35.72 17 41 109 41 506
192.168.35.72 18 41 109 41 873
192.168.35.72 19 41 109 41 516
192.168.35.72 12 41 109 41 88
192.168.35.72 13 41 109 41 83
192.168.35.72 22 41 109 41 98
192.168.35.72 23 41 109 41 93
192.168.35.18 12 73 101 73 106
192.168.35.18 13 73 101 73 101
192.168.35.18 14 73 101 73 116
192.168.35.18 15 73 101 73 111
192.168.35.18 16 73 101 73 484
192.168.35.18 17 73 101 73 925
192.168.35.18 18 73 101 73 494
192.168.35.18 19 73 101 73 935
192.168.35.18 20 73 101 73 1268
192.168.35.18 21 73 101 73 1263
192.168.35.18 22 73 101 73 1278
192.168.35.18 23 73 101 73 1273
192.168.35.18 0 73 102 73 106
192.168.35.18 1 73 102 73 101
192.168.35.18 2 73 102 73 116
192.168.35.18 3 73 102 73 111
192.168.35.18 4 73 102 73 484
192.168.35.18 5 73 102 73 925
192.168.35.18 6 73 102 73 494
192.168.35.18 7 73 102 73 935
192.168.35.18 8 73 102 73 1268
192.168.35.18 9 73 102 73 1263
192.168.35.18 10 73 102 73 1278
192.168.35.18 11 73 102 73 1273
192.168.35.17 12 73 103 73 1273
192.168.35.17 13 73 103 73 1278
192.168.35.17 14 73 103 73 1263
192.168.35.17 15 73 103 73 1268
192.168.35.17 16 73 103 73 935
192.168.35.17 17 73 103 73 494
192.168.35.17 18 73 103 73 925
192.168.35.17 19 73 103 73 484
192.168.35.17 20 73 103 73 111
192.168.35.17 21 73 103 73 116
192.168.35.17 22 73 103 73 101
192.168.35.17 23 73 103 73 106
192.168.35.17 0 73 104 73 106
192.168.35.17 1 73 104 73 101
192.168.35.17 2 73 104 73 116
192.168.35.17 3 73 104 73 111
192.168.35.17 4 73 104 73 484
192.168.35.17 5 73 104 73 925
192.168.35.17 6 73 104 73 494
192.168.35.17 7 73 104 73 935
192.168.35.17 8 73 104 73 1268
192.168.35.17 9 73 104 73 1263
192.168.35.17 10 73 104 73 1278
192.168.35.17 11 73 104 73 1273
192.168.35.71 0 73 106 73 1268
192.168.35.71 1 73 106 73 1263
192.168.35.71 2 73 106 73 1278
192.168.35.71 3 73 106 73 1273
192.168.35.71 4 73 106 73 925
192.168.35.71 5 73 106 73 484
192.168.35.71 6 73 106 73 935
192.168.35.71 7 73 106 73 494
192.168.35.71 8 73 106 73 106
192.168.35.71 9 73 106 73 101
192.168.35.71 10 73 106 73 116
192.168.35.71 11 73 106 73 111
192.168.35.71 12 73 107 73 1268
192.168.35.71 13 73 107 73 1263
192.168.35.71 14 73 107 73 1278
192.168.35.71 15 73 107 73 1273
192.168.35.71 16 73 107 73 925
192.168.35.71 17 73 107 73 484
192.168.35.71 18 73 107 73 935
192.168.35.71 19 73 107 73 494
192.168.35.71 20 73 107 73 106
192.168.35.71 21 73 107 73 101
192.168.35.71 22 73 107 73 116
192.168.35.71 23 73 107 73 111
192.168.35.72 0 73 108 73 1268
192.168.35.72 1 73 108 73 1263
192.168.35.72 2 73 108 73 1278
192.168.35.72 3 73 108 73 1273
192.168.35.72 4 73 108 73 925
192.168.35.72 5 73 108 73 484
192.168.35.72 6 73 108 73 935
192.168.35.72 7 73 108 73 494
192.168.35.72 8 73 108 73 106
192.168.35.72 9 73 108 73 101
192.168.35.72 10 73 108 73 116
192.168.35.72 11 73 108 73 111
192.168.35.72 20 73 109 73 1268
192.168.35.72 21 73 109 73 1263
192.168.35.72 14 73 109 73 1278
192.168.35.72 15 73 109 73 1273
192.168.35.72 16 73 109 73 925
192.168.35.72 17 73 109 73 484
192.168.35.72 18 73 109 73 935
192.168.35.72 19 73 109 73 494
192.168.35.72 12 73 109 73 106
192.168.35.72 13 73 109 73 101
192.168.35.72 22 73 109 73 116
192.168.35.72 23 73 109 73 111
192.168.35.18 12 105 101 105 125
192.168.35.18 13 105 101 105 120
192.168.35.18 14 105 101 105 135
192.168.35.18 15 105 101 105 130
192.168.35.18 16 105 101 105 561
192.168.35.18 17 105 101 105 848
192.168.35.18 18 105 101 105 571
192.168.35.18 19 105 101 105 858
192.168.35.18 20 105 101 105 1249
192.168.35.18 21 105 101 105 1244
192.168.35.18 22 105 101 105 1259
192.168.35.18 23 105 101 105 1254
192.168.35.18 0 105 102 105 125
192.168.35.18 1 105 102 105 120
192.168.35.18 2 105 102 105 135
192.168.35.18 3 105 102 105 130
192.168.35.18 4 105 102 105 561
192.168.35.18 5 105 102 105 848
192.168.35.18 6 105 102 105 571
192.168.35.18 7 105 102 105 858
192.168.35.18 8 105 102 105 1249
192.168.35.18 9 105 102 105 1244
192.168.35.18 10 105 102 105 1259
192.168.35.18 11 105 102 105 1254
192.168.35.17 12 105 103 105 1254
192.168.35.17 13 105 103 105 1259
192.168.35.17 14 105 103 105 1244
192.168.35.17 15 105 103 105 1249
192.168.35.17 16 105 103 105 858
192.168.35.17 17 105 103 105 571
192.168.35.17 18 105 103 105 848
192.168.35.17 19 105 103 105 561
192.168.35.17 20 105 103 105 130
192.168.35.17 21 105 103 105 135
192.168.35.17 22 105 103 105 120
192.168.35.17 23 105 103 105 125
192.168.35.17 0 105 104 105 125
192.168.35.17 1 105 104 105 120
192.168.35.17 2 105 104 105 135
192.168.35.17 3 105 104 105 130
192.168.35.17 4 105 104 105 561
192.168.35.17 5 105 104 105 848
192.168.35.17 6 105 104 105 571
192.168.35.17 7 105 104 105 858
192.168.35.17 8 105 104 105 1249
192.168.35.17 9 105 104 105 1244
192.168.35.17 10 105 104 105 1259
192.168.35.17 11 105 104 105 1254
192.168.35.71 0 105 106 105 1249
192.168.35.71 1 105 106 105 1244
192.168.35.71 2 105 106 105 1259
192.168.35.71 3 105 106 105 1254
192.168.35.71 4 105 106 105 848
192.168.35.71 5 105 106 105 561
192.168.35.71 6 105 106 105 858
192.168.35.71 7 105 106 105 571
192.168.35.71 8 105 106 105 125
192.168.35.71 9 105 106 105 120
192.168.35.71 10 105 106 105 135
192.168.35.71 11 105 106 105 130
192.168.35.71 12 105 107 105 1249
192.168.35.71 13 105 107 105 1244
192.168.35.71 14 105 107 105 1259
192.168.35.71 15 105 107 105 1254
192.168.35.71 16 105 107 105 848
192.168.35.71 17 105 107 105 561
192.168.35.71 18 105 107 105 858
192.168.35.71 19 105 107 105 571
192.168.35.71 20 105 107 105 125
192.168.35.71 21 105 107 105 120
192.168.35.71 22 105 107 105 135
192.168.35.71 23 105 107 105 130
192.168.35.72 0 105 108 105 1249
192.168.35.72 1 105 108 105 1244
192.168.35.72 2 105 108 105 1259
192.168.35.72 3 105 108 105 1254
192.168.35.72 4 105 108 105 848
192.168.35.72 5 105 108 105 561
192.168.35.72 6 105 108 105 858
192.168.35.72 7 105 108 105 571
192.168.35.72 8 105 108 105 125
192.168.35.72 9 105 108 105 120
192.168.35.72 10 105 108 105 135
192.168.35.72 11 105 108 105 130
192.168.35.72 20 105 109 105 1249
192.168.35.72 21 105 109 105 1244
192.168.35.72 14 105 109 105 1259
192.168.35.72 15 105 109 105 1254
192.168.35.72 16 105 109 105 848
192.168.35.72 17 105 109 105 561
192.168.35.72 18 105 109 105 858
192.168.35.72 19 105 109 105 571
192.168.35.72 12 105 109 105 125
192.168.35.72 13 105 109 105 120
192.168.35.72 22 105 109 105 135
192.168.35.72 23 105 109 105 130
192.168.35.18 12 17 101 17 129
192.168.35.18 13 17 101 17 124
192.168.35.18 14 17 101 17 139
192.168.35.18 15 17 101 17 134
192.168.35.18 16 17 101 17 508
192.168.35.18 17 17 101 17 861
192.168.35.18 18 17 101 17 518
192.168.35.18 19 17 101 17 871
192.168.35.18 20 17 101 17 1245
192.168.35.18 21 17 101 17 1240
192.168.35.18 22 17 101 17 1255
192.168.35.18 23 17 101 17 1250
192.168.35.18 0 17 102 17 129
192.168.35.18 1 17 102 17 124
192.168.35.18 2 17 102 17 139
192.168.35.18 3 17 102 17 134
192.168.35.18 4 17 102 17 508
192.168.35.18 5 17 102 17 861
192.168.35.18 6 17 102 17 518
192.168.35.18 7 17 102 17 871
192.168.35.18 8 17 102 17 1245
192.168.35.18 9 17 102 17 1240
192.168.35.18 10 17 102 17 1255
192.168.35.18 11 17 102 17 1250
192.168.35.17 12 17 103 17 1250
192.168.35.17 13 17 103 17 1255
192.168.35.17 14 17 103 17 1240
192.168.35.17 15 17 103 17 1245
192.168.35.17 16 17 103 17 871
192.168.35.17 17 17 103 17 518
192.168.35.17 18 17 103 17 861
192.168.35.17 19 17 103 17 508
192.168.35.17 20 17 103 17 134
192.168.35.17 21 17 103 17 139
192.168.35.17 22 17 103 17 124
192.168.35.17 23 17 103 17 129
192.168.35.17 0 17 104 17 129
192.168.35.17 1 17 104 17 124
192.168.35.17 2 17 104 17 139
192.168.35.17 3 17 104 17 134
192.168.35.17 4 17 104 17 508
192.168.35.17 5 17 104 17 861
192.168.35.17 6 17 104 17 518
192.168.35.17 7 17 104 17 871
192.168.35.17 8 17 104 17 1245
192.168.35.17 9 17 104 17 1240
192.168.35.17 10 17 104 17 1255
192.168.35.17 11 17 104 17 1250
192.168.35.71 0 17 106 17 1245
192.168.35.71 1 17 106 17 1240
192.168.35.71 2 17 106 17 1255
192.168.35.71 3 17 106 17 1250
192.168.35.71 4 17 106 17 861
192.168.35.71 5 17 106 17 508
192.168.35.71 6 17 106 17 871
192.168.35.71 7 17 106 17 518
192.168.35.71 8 17 106 17 129
192.168.35.71 9 17 106 17 124
192.168.35.71 10 17 106 17 139
192.168.35.71 11 17 106 17 134
192.168.35.71 12 17 107 17 1245
192.168.35.71 13 17 107 17 1240
192.168.35.71 14 17 107 17 1255
192.168.35.71 15 17 107 17 1250
192.168.35.71 16 17 107 17 861
192.168.35.71 17 17 107 17 508
192.168.35.71 18 17 107 17 871
192.168.35.71 19 17 107 17 518
192.168.35.71 20 17 107 17 129
192.168.35.71 21 17 107 17 124
192.168.35.71 22 17 107 17 139
192.168.35.71 23 17 107 17 134
192.168.35.72 0 17 108 17 1245
192.168.35.72 1 17 108 17 1240
192.168.35.72 2 17 108 17 1255
192.168.35.72 3 17 108 17 1250
192.168.35.72 4 17 108 17 861
192.168.35.72 5 17 108 17 508
192.168.35.72 6 17 108 17 871
192.168.35.72 7 17 108 17 518
192.168.35.72 8 17 108 17 129
192.168.35.72 9 17 108 17 124
192.168.35.72 10 17 108 17 139
192.168.35.72 11 17 108 17 134
192.168.35.72 20 17 109 17 1245
192.168.35.72 21 17 109 17 1240
192.168.35.72 14 17 109 17 1255
192.168.35.72 15 17 109 17 1250
192.168.35.72 16 17 109 17 861
192.168.35.72 17 17 109 17 508
192.168.35.72 18 17 109 17 871
192.168.35.72 19 17 109 17 518
192.168.35.72 12 17 109 17 129
192.168.35.72 13 17 109 17 124
192.168.35.72 22 17 109 17 139
192.168.35.72 23 17 109 17 134
192.168.35.18 12 49 101 49 147
192.168.35.18 13 49 101 49 142
192.168.35.18 14 49 101 49 157
192.168.35.18 15 49 101 49 152
192.168.35.18 16 49 101 49 486
192.168.35.18 17 49 101 49 923
192.168.35.18 18 49 101 49 496
192.168.35.18 19 49 101 49 933
192.168.35.18 20 49 101 49 1227
192.168.35.18 21 49 101 49 1222
192.168.35.18 22 49 101 49 1237
192.168.35.18 23 49 101 49 1232
192.168.35.18 0 49 102 49 147
192.168.35.18 1 49 102 49 142
192.168.35.18 2 49 102 49 157
192.168.35.18 3 49 102 49 152
192.168.35.18 4 49 102 49 486
192.168.35.18 5 49 102 49 923
192.168.35.18 6 49 102 49 496
192.168.35.18 7 49 102 49 933
192.168.35.18 8 49 102 49 1227
192.168.35.18 9 49 102 49 1222
192.168.35.18 10 49 102 49 1237
192.168.35.18 11 49 102 49 1232
192.168.35.17 12 49 103 49 1232
192.168.35.17 13 49 103 49 1237
192.168.35.17 14 49 103 49 1222
192.168.35.17 15 49 103 49 1227
192.168.35.17 16 49 103 49 933
192.168.35.17 17 49 103 49 496
192.168.35.17 18 49 103 49 923
192.168.35.17 19 49 103 49 486
192.168.35.17 20 49 103 49 152
192.168.35.17 21 49 103 49 157
192.168.35.17 22 49 103 49 142
192.168.35.17 23 49 103 49 147
192.168.35.17 0 49 104 49 147
192.168.35.17 1 49 104 49 142
192.168.35.17 2 49 104 49 157
192.168.35.17 3 49 104 49 152
192.168.35.17 4 49 104 49 486
192.168.35.17 5 49 104 49 923
192.168.35.17 6 49 104 49 496
192.168.35.17 7 49 104 49 933
192.168.35.17 8 49 104 49 1227
192.168.35.17 9 49 104 49 1222
192.168.35.17 10 49 104 49 1237
192.168.35.17 11 49 104 49 1232
192.168.35.71 0 49 106 49 1227
192.168.35.71 1 49 106 49 1222
192.168.35.71 2 49 106 49 1237
192.168.35.71 3 49 106 49 1232
192.168.35.71 4 49 106 49 923
192.168.35.71 5 49 106 49 486
192.168.35.71 6 49 106 49 933
192.168.35.71 7 49 106 49 496
192.168.35.71 8 49 106 49 147
192.168.35.71 9 49 106 49 142
192.168.35.71 10 49 106 49 157
192.168.35.71 11 49 106 49 152
192.168.35.71 12 49 107 49 1227
192.168.35.71 13 49 107 49 1222
192.168.35.71 14 49 107 49 1237
192.168.35.71 15 49 107 49 1232
192.168.35.71 16 49 107 49 923
192.168.35.71 17 49 107 49 486
192.168.35.71 18 49 107 49 933
192.168.35.71 19 49 107 49 496
192.168.35.71 20 49 107 49 147
192.168.35.71 21 49 107 49 142
192.168.35.71 22 49 107 49 157
192.168.35.71 23 49 107 49 152
192.168.35.72 0 49 108 49 1227
192.168.35.72 1 49 108 49 1222
192.168.35.72 2 49 108 49 1237
192.168.35.72 3 49 108 49 1232
192.168.35.72 4 49 108 49 923
192.168.35.72 5 49 108 49 486
192.168.35.72 6 49 108 49 933
192.168.35.72 7 49 108 49 496
192.168.35.72 8 49 108 49 147
192.168.35.72 9 49 108 49 142
192.168.35.72 10 49 108 49 157
192.168.35.72 11 49 108 49 152
192.168.35.72 20 49 109 49 1227
192.168.35.72 21 49 109 49 1222
192.168.35.72 14 49 109 49 1237
192.168.35.72 15 49 109 49 1232
192.168.35.72 16 49 109 49 923
192.168.35.72 17 49 109 49 486
192.168.35.72 18 49 109 49 933
192.168.35.72 19 49 109 49 496
192.168.35.72 12 49 109 49 147
192.168.35.72 13 49 109 49 142
192.168.35.72 22 49 109 49 157
192.168.35.72 23 49 109 49 152
192.168.35.18 12 81 101 81 166
192.168.35.18 13 81 101 81 161
192.168.35.18 14 81 101 81 176
192.168.35.18 15 81 101 81 171
192.168.35.18 16 81 101 81 563
192.168.35.18 17 81 101 81 846
192.168.35.18 18 81 101 81 573
192.168.35.18 19 81 101 81 856
192.168.35.18 20 81 101 81 1208
192.168.35.18 21 81 101 81 1203
192.168.35.18 22 81 101 81 1218
192.168.35.18 23 81 101 81 1213
192.168.35.18 0 81 102 81 166
192.168.35.18 1 81 102 81 161
192.168.35.18 2 81 102 81 176
192.168.35.18 3 81 102 81 171
192.168.35.18 4 81 102 81 563
192.168.35.18 5 81 102 81 846
192.168.35.18 6 81 102 81 573
192.168.35.18 7 81 102 81 856
192.168.35.18 8 81 102 81 1208
192.168.35.18 9 81 102 81 1203
192.168.35.18 10 81 102 81 1218
192.168.35.18 11 81 102 81 1213
192.168.35.17 12 81 103 81 1213
192.168.35.17 13 81 103 81 1218
192.168.35.17 14 81 103 81 1203
192.168.35.17 15 81 103 81 1208
192.168.35.17 16 81 103 81 856
192.168.35.17 17 81 103 81 573
192.168.35.17 18 81 103 81 846
192.168.35.17 19 81 103 81 563
192.168.35.17 20 81 103 81 171
192.168.35.17 21 81 103 81 176
192.168.35.17 22 81 103 81 161
192.168.35.17 23 81 103 81 166
192.168.35.17 0 81 104 81 166
192.168.35.17 1 81 104 81 161
192.168.35.17 2 81 104 81 176
192.168.35.17 3 81 104 81 171
192.168.35.17 4 81 104 81 563
192.168.35.17 5 81 104 81 846
192.168.35.17 6 81 104 81 573
192.168.35.17 7 81 104 81 856
192.168.35.17 8 81 104 81 1208
192.168.35.17 9 81 104 81 1203
192.168.35.17 10 81 104 81 1218
192.168.35.17 11 81 104 81 1213
192.168.35.71 0 81 106 81 1208
192.168.35.71 1 81 106 81 1203
192.168.35.71 2 81 106 81 1218
192.168.35.71 3 81 106 81 1213
192.168.35.71 4 81 106 81 846
192.168.35.71 5 81 106 81 563
192.168.35.71 6 81 106 81 856
192.168.35.71 7 81 106 81 573
192.168.35.71 8 81 106 81 166
192.168.35.71 9 81 106 81 161
192.168.35.71 10 81 106 81 176
192.168.35.71 11 81 106 81 171
192.168.35.71 12 81 107 81 1208
192.168.35.71 13 81 107 81 1203
192.168.35.71 14 81 107 81 1218
192.168.35.71 15 81 107 81 1213
192.168.35.71 16 81 107 81 846
192.168.35.71 17 81 107 81 563
192.168.35.71 18 81 107 81 856
192.168.35.71 19 81 107 81 573
192.168.35.71 20 81 107 81 166
192.168.35.71 21 81 107 81 161
192.168.35.71 22 81 107 81 176
192.168.35.71 23 81 107 81 171
192.168.35.72 0 81 108 81 1208
192.168.35.72 1 81 108 81 1203
192.168.35.72 2 81 108 81 1218
192.168.35.72 3 81 108 81 1213
192.168.35.72 4 81 108 81 846
192.168.35.72 5 81 108 81 563
192.168.35.72 6 81 108 81 856
192.168.35.72 7 81 108 81 573
192.168.35.72 8 81 108 81 166
192.168.35.72 9 81 108 81 161
192.168.35.72 10 81 108 81 176
192.168.35.72 11 81 108 81 171
192.168.35.72 20 81 109 81 1208
192.168.35.72 21 81 109 81 1203
192.168.35.72 14 81 109 81 1218
192.168.35.72 15 81 109 81 1213
192.168.35.72 16 81 109 81 846
192.168.35.72 17 81 109 81 563
192.168.35.72 18 81 109 81 856
192.168.35.72 19 81 109 81 573
192.168.35.72 12 81 109 81 166
192.168.35.72 13 81 109 81 161
192.168.35.72 22 81 109 81 176
192.168.35.72 23 81 109 81 171
192.168.35.18 12 113 101 113 -1
192.168.35.18 13 113 101 113 -1
192.168.35.18 14 113 101 113 -1
192.168.35.18 15 113 101 113 -1
192.168.35.18 16 113 101 113 500
192.168.35.18 17 113 101 113 869
192.168.35.18 18 113 101 113 510
192.168.35.18 19 113 101 113 879
192.168.35.18 20 113 101 113 -1
192.168.35.18 21 113 101 113 -1
192.168.35.18 22 113 101 113 -1
192.168.35.18 23 113 101 113 -1
192.168.35.18 0 113 102 113 -1
192.168.35.18 1 113 102 113 -1
192.168.35.18 2 113 102 113 -1
192.168.35.18 3 113 102 113 -1
192.168.35.18 4 113 102 113 500
192.168.35.18 5 113 102 113 869
192.168.35.18 6 113 102 113 510
192.168.35.18 7 113 102 113 879
192.168.35.18 8 113 102 113 -1
192.168.35.18 9 113 102 113 -1
192.168.35.18 10 113 102 113 -1
192.168.35.18 11 113 102 113 -1
192.168.35.17 12 113 103 113 -1
192.168.35.17 13 113 103 113 -1
192.168.35.17 14 113 103 113 -1
192.168.35.17 15 113 103 113 -1
192.168.35.17 16 113 103 113 879
192.168.35.17 17 113 103 113 510
192.168.35.17 18 113 103 113 869
192.168.35.17 19 113 103 113 500
192.168.35.17 20 113 103 113 -1
192.168.35.17 21 113 103 113 -1
192.168.35.17 22 113 103 113 -1
192.168.35.17 23 113 103 113 -1
192.168.35.17 0 113 104 113 -1
192.168.35.17 1 113 104 113 -1
192.168.35.17 2 113 104 113 -1
192.168.35.17 3 113 104 113 -1
192.168.35.17 4 113 104 113 500
192.168.35.17 5 113 104 113 869
192.168.35.17 6 113 104 113 510
192.168.35.17 7 113 104 113 879
192.168.35.17 8 113 104 113 -1
192.168.35.17 9 113 104 113 -1
192.168.35.17 10 113 104 113 -1
192.168.35.17 11 113 104 113 -1
192.168.35.71 0 113 106 113 -1
192.168.35.71 1 113 106 113 -1
192.168.35.71 2 113 106 113 -1
192.168.35.71 3 113 106 113 -1
192.168.35.71 4 113 106 113 869
192.168.35.71 5 113 106 113 500
192.168.35.71 6 113 106 113 879
192.168.35.71 7 113 106 113 510
192.168.35.71 8 113 106 113 -1
192.168.35.71 9 113 106 113 -1
192.168.35.71 10 113 106 113 -1
192.168.35.71 11 113 106 113 -1
192.168.35.71 12 113 107 113 -1
192.168.35.71 13 113 107 113 -1
192.168.35.71 14 113 107 113 -1
192.168.35.71 15 113 107 113 -1
192.168.35.71 16 113 107 113 869
192.168.35.71 17 113 107 113 500
192.168.35.71 18 113 107 113 879
192.168.35.71 19 113 107 113 510
192.168.35.71 20 113 107 113 -1
192.168.35.71 21 113 107 113 -1
192.168.35.71 22 113 107 113 -1
192.168.35.71 23 113 107 113 -1
192.168.35.72 0 113 108 113 -1
192.168.35.72 1 113 108 113 -1
192.168.35.72 2 113 108 113 -1
192.168.35.72 3 113 108 113 -1
192.168.35.72 4 113 108 113 869
192.168.35.72 5 113 108 113 500
192.168.35.72 6 113 108 113 879
192.168.35.72 7 113 108 113 510
192.168.35.72 8 113 108 113 -1
192.168.35.72 9 113 108 113 -1
192.168.35.72 10 113 108 113 -1
192.168.35.72 11 113 108 113 -1
192.168.35.72 20 113 109 113 -1
192.168.35.72 21 113 109 113 -1
192.168.35.72 14 113 109 113 -1
192.168.35.72 15 113 109 113 -1
192.168.35.72 16 113 109 113 869
192.168.35.72 17 113 109 113 500
192.168.35.72 18 113 109 113 879
192.168.35.72 19 113 109 113 510
192.168.35.72 12 113 109 113 -1
192.168.35.72 13 113 109 113 -1
192.168.35.72 22 113 109 113 -1
192.168.35.72 23 113 109 113 -1
192.168.35.18 12 25 101 25 188
192.168.35.18 13 25 101 25 183
192.168.35.18 14 25 101 25 198
192.168.35.18 15 25 101 25 193
192.168.35.18 16 25 101 25 488
192.168.35.18 17 25 101 25 921
192.168.35.18 18 25 101 25 498
192.168.35.18 19 25 101 25 931
192.168.35.18 20 25 101 25 1186
192.168.35.18 21 25 101 25 1181
192.168.35.18 22 25 101 25 1196
192.168.35.18 23 25 101 25 1191
192.168.35.18 0 25 102 25 188
192.168.35.18 1 25 102 25 183
192.168.35.18 2 25 102 25 198
192.168.35.18 3 25 102 25 193
192.168.35.18 4 25 102 25 488
192.168.35.18 5 25 102 25 921
192.168.35.18 6 25 102 25 498
192.168.35.18 7 25 102 25 931
192.168.35.18 8 25 102 25 1186
192.168.35.18 9 25 102 25 1181
192.168.35.18 10 25 102 25 1196
192.168.35.18 11 25 102 25 1191
192.168.35.17 12 25 103 25 1191
192.168.35.17 13 25 103 25 1196
192.168.35.17 14 25 103 25 1181
192.168.35.17 15 25 103 25 1186
192.168.35.17 16 25 103 25 931
192.168.35.17 17 25 103 25 498
192.168.35.17 18 25 103 25 921
192.168.35.17 19 25 103 25 488
192.168.35.17 20 25 103 25 193
192.168.35.17 21 25 103 25 198
192.168.35.17 22 25 103 25 183
192.168.35.17 23 25 103 25 188
192.168.35.17 0 25 104 25 188
192.168.35.17 1 25 104 25 183
192.168.35.17 2 25 104 25 198
192.168.35.17 3 25 104 25 193
192.168.35.17 4 25 104 25 488
192.168.35.17 5 25 104 25 921
192.168.35.17 6 25 104 25 498
192.168.35.17 7 25 104 25 931
192.168.35.17 8 25 104 25 1186
192.168.35.17 9 25 104 25 1181
192.168.35.17 10 25 104 25 1196
192.168.35.17 11 25 104 25 1191
192.168.35.71 0 25 106 25 1186
192.168.35.71 1 25 106 25 1181
192.168.35.71 2 25 106 25 1196
192.168.35.71 3 25 106 25 1191
192.168.35.71 4 25 106 25 921
192.168.35.71 5 25 106 25 488
192.168.35.71 6 25 106 25 931
192.168.35.71 7 25 106 25 498
192.168.35.71 8 25 106 25 188
