# A : Adujst (misalign paramter)
# D : Design values
# Key                                     x [mm]       y [mm]       z [mm]   rotx [deg]   roty [deg]   rotz [deg]  cent_x [mm]  cent_y [mm]  cent_z [mm]
D:E16:GTR:Frame09:Layer01:Chamber27            0       -242.6        404.9            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer01:Chamber28            0            0        404.9            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer01:Chamber29            0        242.6        404.9            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer02                      0            0            0            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer02:Chamber27            0       -363.1        582.7            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer02:Chamber28            0            0        582.7            0            0            0            0            0            0
D:E16:GTR:Frame09:Layer02:Chamber29            0        363.1        582.7            0            0            0            0            0            0
D:E16:GTR:Frame10                              0            0            0            0      -121.53            0            0            0            0
D:E16:GTR:Frame10:Layer00                      0            0            0            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer00:Chamber30            0       -137.6        237.5            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer00:Chamber31            0            0        237.5            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer00:Chamber32            0        137.6        237.5            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer01                      0            0            0            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer01:Chamber30            0         -266        450.3            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer01:Chamber31            0            0        450.3            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer01:Chamber32            0          266        450.3            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer02                      0            0            0            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer02:Chamber30            0       -384.6        636.2            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer02:Chamber31            0            0        636.2            0            0            0            0            0            0
D:E16:GTR:Frame10:Layer02:Chamber32            0        384.6        636.2            0            0            0            0            0            0
D:E16:HBD                                      0            0            0            0            0            0            0            0            0
D:E16:HBD:Frame00                              0            0            0            0       123.04            0            0            0            0
D:E16:HBD:Frame00:Chamber00                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame00:Chamber01                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame00:Chamber02                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame01                              0            0            0            0        92.28            0            0            0            0
D:E16:HBD:Frame01:Chamber03                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame01:Chamber04                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame01:Chamber05                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame02                              0            0            0            0        61.52            0            0            0            0
D:E16:HBD:Frame02:Chamber06                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame02:Chamber07                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame02:Chamber08                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame03                              0            0            0            0        30.76            0            0            0            0
D:E16:HBD:Frame03:Chamber09                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame03:Chamber10                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame03:Chamber11                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame04                              0            0            0            0            0            0            0            0            0
D:E16:HBD:Frame04:Chamber12                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame04:Chamber13                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame04:Chamber14                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame05                              0            0            0            0       -30.76            0            0            0            0
D:E16:HBD:Frame05:Chamber15                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame05:Chamber16                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame05:Chamber17                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame06                              0            0            0            0       -61.52            0            0            0            0
D:E16:HBD:Frame06:Chamber18                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame06:Chamber19                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame06:Chamber20                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame07                              0            0            0            0       -92.28            0            0            0            0
D:E16:HBD:Frame07:Chamber21                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame07:Chamber22                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame07:Chamber23                    0        734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame08                              0            0            0            0      -123.04            0            0            0            0
D:E16:HBD:Frame08:Chamber24                    0       -734.3         1200            0            0            0            0            0            0
D:E16:HBD:Frame08:Chamber25                    0            0         1200            0            0            0            0            0            0
D:E16:HBD:Frame08:Chamber26                    0        734.3         1200            0            0            0            0            0            0
D:E16:SSD                                      0            0            0            0            0            0            0            0            0
D:E16:SSD:Frame00                              0            0            0            0        26.89            0            0            0            0
D:E16:SSD:Frame00:Chamber00                    0        -68.8       118.75            0            0            0            0            0            0
D:E16:SSD:Frame00:Chamber01                    0            0       118.75            0            0            0            0            0            0
D:E16:SSD:Frame00:Chamber02                    0         68.8       118.75            0            0            0            0            0            0
D:E16:SSD:Frame01                              0            0            0            0            0            0            0            0            0
D:E16:SSD:Frame01:Chamber03                    0        -62.5        98.85            0            0            0            0            0            0
D:E16:SSD:Frame01:Chamber04                    0            0        98.85            0            0            0            0            0            0
D:E16:SSD:Frame01:Chamber05                    0         62.5        98.85            0            0            0            0            0            0
D:E16:SSD:Frame02                              0            0            0            0       -26.89            0            0            0            0
D:E16:SSD:Frame02:Chamber06                    0        -68.8       118.75            0            0            0            0            0            0
D:E16:SSD:Frame02:Chamber07                    0            0       118.75            0            0            0            0            0            0
D:E16:SSD:Frame02:Chamber08                    0         68.8       118.75            0            0            0            0            0            0
