4	1	45	255	255	255	255
4	1	46	255	255	255	255
4	1	47	255	255	255	255
4	1	48	255	255	255	255
4	1	49	255	255	255	255
4	1	50	255	255	255	255
4	1	51	255	255	255	255
4	1	52	255	255	255	255
4	1	53	255	255	255	255
4	1	54	255	255	255	255
4	1	55	255	255	255	255
4	1	56	255	255	255	255
4	1	57	255	255	255	255
4	1	58	255	255	255	255
4	1	59	255	255	255	255
4	1	60	255	255	255	255
4	1	61	255	255	255	255
4	1	62	255	255	255	255
4	1	63	255	255	255	255
