#ip-address apv-chip-id apv-multiplexer-out module-id pin-id pad-id
192.168.35.18 5 35 103 98 456
192.168.35.18 6 35 103 98 441
192.168.35.18 7 35 103 98 446
192.168.35.18 8 35 106 98 968
192.168.35.18 9 35 106 98 963
192.168.35.18 10 35 106 98 978
192.168.35.18 11 35 106 98 973
192.168.35.18 12 35 106 98 788
192.168.35.18 13 35 106 98 581
192.168.35.18 14 35 106 98 798
192.168.35.18 15 35 106 98 591
192.168.35.18 16 35 -1 98 -1
192.168.35.18 17 35 -1 98 -1
192.168.35.18 18 35 -1 98 -1
192.168.35.18 19 35 -1 98 -1
192.168.35.18 20 35 -1 98 -1
192.168.35.18 21 35 -1 98 -1
192.168.35.18 22 35 -1 98 -1
192.168.35.18 23 35 -1 98 -1
192.168.35.19 0 35 106 98 446
192.168.35.19 1 35 106 98 441
192.168.35.19 2 35 106 98 456
192.168.35.19 3 35 106 98 451
192.168.35.19 4 35 107 98 968
192.168.35.19 5 35 107 98 963
192.168.35.19 6 35 107 98 978
192.168.35.19 7 35 107 98 973
192.168.35.19 8 35 107 98 788
192.168.35.19 9 35 107 98 581
192.168.35.19 10 35 107 98 798
192.168.35.19 11 35 107 98 591
192.168.35.19 12 35 107 98 446
192.168.35.19 13 35 107 98 441
192.168.35.19 14 35 107 98 456
192.168.35.19 15 35 107 98 451
192.168.35.19 16 35 -1 98 -1
192.168.35.19 17 35 -1 98 -1
192.168.35.19 18 35 -1 98 -1
192.168.35.19 19 35 -1 98 -1
192.168.35.19 20 35 -1 98 -1
192.168.35.19 21 35 -1 98 -1
192.168.35.19 22 35 -1 98 -1
192.168.35.19 23 35 -1 98 -1
192.168.35.17 0 36 104 10 349
192.168.35.17 1 36 104 10 344
192.168.35.17 2 36 104 10 359
192.168.35.17 3 36 104 10 354
192.168.35.17 4 36 104 10 649
192.168.35.17 5 36 104 10 760
192.168.35.17 6 36 104 10 659
192.168.35.17 7 36 104 10 770
192.168.35.17 8 36 104 10 1025
192.168.35.17 9 36 104 10 1020
192.168.35.17 10 36 104 10 1035
192.168.35.17 11 36 104 10 1030
192.168.35.17 12 36 103 10 1030
192.168.35.17 13 36 103 10 1035
192.168.35.17 14 36 103 10 1020
192.168.35.17 15 36 103 10 1025
192.168.35.17 16 36 -1 10 -1
192.168.35.17 17 36 -1 10 -1
192.168.35.17 18 36 -1 10 -1
192.168.35.17 19 36 -1 10 -1
192.168.35.17 20 36 -1 10 -1
192.168.35.17 21 36 -1 10 -1
192.168.35.17 22 36 -1 10 -1
192.168.35.17 23 36 -1 10 -1
192.168.35.18 0 36 103 10 770
192.168.35.18 1 36 103 10 659
192.168.35.18 2 36 103 10 760
192.168.35.18 3 36 103 10 649
192.168.35.18 4 36 103 10 354
192.168.35.18 5 36 103 10 359
192.168.35.18 6 36 103 10 344
192.168.35.18 7 36 103 10 349
192.168.35.18 8 36 106 10 1025
192.168.35.18 9 36 106 10 1020
192.168.35.18 10 36 106 10 1035
192.168.35.18 11 36 106 10 1030
192.168.35.18 12 36 106 10 760
192.168.35.18 13 36 106 10 649
192.168.35.18 14 36 106 10 770
192.168.35.18 15 36 106 10 659
192.168.35.18 16 36 -1 10 -1
192.168.35.18 17 36 -1 10 -1
192.168.35.18 18 36 -1 10 -1
192.168.35.18 19 36 -1 10 -1
192.168.35.18 20 36 -1 10 -1
192.168.35.18 21 36 -1 10 -1
192.168.35.18 22 36 -1 10 -1
192.168.35.18 23 36 -1 10 -1
192.168.35.19 0 36 106 10 349
192.168.35.19 1 36 106 10 344
192.168.35.19 2 36 106 10 359
192.168.35.19 3 36 106 10 354
192.168.35.19 4 36 107 10 1025
192.168.35.19 5 36 107 10 1020
192.168.35.19 6 36 107 10 1035
192.168.35.19 7 36 107 10 1030
192.168.35.19 8 36 107 10 760
192.168.35.19 9 36 107 10 649
192.168.35.19 10 36 107 10 770
192.168.35.19 11 36 107 10 659
192.168.35.19 12 36 107 10 349
192.168.35.19 13 36 107 10 344
192.168.35.19 14 36 107 10 359
192.168.35.19 15 36 107 10 354
192.168.35.19 16 36 -1 10 -1
192.168.35.19 17 36 -1 10 -1
192.168.35.19 18 36 -1 10 -1
192.168.35.19 19 36 -1 10 -1
192.168.35.19 20 36 -1 10 -1
192.168.35.19 21 36 -1 10 -1
192.168.35.19 22 36 -1 10 -1
192.168.35.19 23 36 -1 10 -1
192.168.35.17 0 37 104 42 288
192.168.35.17 1 37 104 42 283
192.168.35.17 2 37 104 42 298
192.168.35.17 3 37 104 42 293
192.168.35.17 4 37 104 42 666
192.168.35.17 5 37 104 42 703
192.168.35.17 6 37 104 42 676
192.168.35.17 7 37 104 42 713
192.168.35.17 8 37 104 42 1126
192.168.35.17 9 37 104 42 1121
192.168.35.17 10 37 104 42 1136
192.168.35.17 11 37 104 42 1131
192.168.35.17 12 37 103 42 1131
192.168.35.17 13 37 103 42 1136
192.168.35.17 14 37 103 42 1121
192.168.35.17 15 37 103 42 1126
192.168.35.17 16 37 -1 42 -1
192.168.35.17 17 37 -1 42 -1
192.168.35.17 18 37 -1 42 -1
192.168.35.17 19 37 -1 42 -1
192.168.35.17 20 37 -1 42 -1
192.168.35.17 21 37 -1 42 -1
192.168.35.17 22 37 -1 42 -1
192.168.35.17 23 37 -1 42 -1
192.168.35.18 0 37 103 42 713
192.168.35.18 1 37 103 42 676
192.168.35.18 2 37 103 42 703
192.168.35.18 3 37 103 42 666
192.168.35.18 4 37 103 42 293
192.168.35.18 5 37 103 42 298
192.168.35.18 6 37 103 42 283
192.168.35.18 7 37 103 42 288
192.168.35.18 8 37 106 42 1126
192.168.35.18 9 37 106 42 1121
192.168.35.18 10 37 106 42 1136
192.168.35.18 11 37 106 42 1131
192.168.35.18 12 37 106 42 703
192.168.35.18 13 37 106 42 666
192.168.35.18 14 37 106 42 713
192.168.35.18 15 37 106 42 676
192.168.35.18 16 37 -1 42 -1
192.168.35.18 17 37 -1 42 -1
192.168.35.18 18 37 -1 42 -1
192.168.35.18 19 37 -1 42 -1
192.168.35.18 20 37 -1 42 -1
192.168.35.18 21 37 -1 42 -1
192.168.35.18 22 37 -1 42 -1
192.168.35.18 23 37 -1 42 -1
192.168.35.19 0 37 106 42 288
192.168.35.19 1 37 106 42 283
192.168.35.19 2 37 106 42 298
192.168.35.19 3 37 106 42 293
192.168.35.19 4 37 107 42 1126
192.168.35.19 5 37 107 42 1121
192.168.35.19 6 37 107 42 1136
192.168.35.19 7 37 107 42 1131
192.168.35.19 8 37 107 42 703
192.168.35.19 9 37 107 42 666
192.168.35.19 10 37 107 42 713
192.168.35.19 11 37 107 42 676
192.168.35.19 12 37 107 42 288
192.168.35.19 13 37 107 42 283
192.168.35.19 14 37 107 42 298
192.168.35.19 15 37 107 42 293
192.168.35.19 16 37 -1 42 -1
192.168.35.19 17 37 -1 42 -1
192.168.35.19 18 37 -1 42 -1
192.168.35.19 19 37 -1 42 -1
192.168.35.19 20 37 -1 42 -1
192.168.35.19 21 37 -1 42 -1
192.168.35.19 22 37 -1 42 -1
192.168.35.19 23 37 -1 42 -1
192.168.35.17 0 38 104 74 447
192.168.35.17 1 38 104 74 442
192.168.35.17 2 38 104 74 457
192.168.35.17 3 38 104 74 452
192.168.35.17 4 38 104 74 583
192.168.35.17 5 38 104 74 786
192.168.35.17 6 38 104 74 593
192.168.35.17 7 38 104 74 796
192.168.35.17 8 38 104 74 967
192.168.35.17 9 38 104 74 962
192.168.35.17 10 38 104 74 977
192.168.35.17 11 38 104 74 972
192.168.35.17 12 38 103 74 972
192.168.35.17 13 38 103 74 977
192.168.35.17 14 38 103 74 962
192.168.35.17 15 38 103 74 967
192.168.35.17 16 38 -1 74 -1
192.168.35.17 17 38 -1 74 -1
192.168.35.17 18 38 -1 74 -1
192.168.35.17 19 38 -1 74 -1
192.168.35.17 20 38 -1 74 -1
192.168.35.17 21 38 -1 74 -1
192.168.35.17 22 38 -1 74 -1
192.168.35.17 23 38 -1 74 -1
192.168.35.18 0 38 103 74 796
192.168.35.18 1 38 103 74 593
192.168.35.18 2 38 103 74 786
192.168.35.18 3 38 103 74 583
192.168.35.18 4 38 103 74 452
192.168.35.18 5 38 103 74 457
192.168.35.18 6 38 103 74 442
192.168.35.18 7 38 103 74 447
192.168.35.18 8 38 106 74 967
192.168.35.18 9 38 106 74 962
192.168.35.18 10 38 106 74 977
192.168.35.18 11 38 106 74 972
192.168.35.18 12 38 106 74 786
192.168.35.18 13 38 106 74 583
192.168.35.18 14 38 106 74 796
192.168.35.18 15 38 106 74 593
192.168.35.18 16 38 -1 74 -1
192.168.35.18 17 38 -1 74 -1
192.168.35.18 18 38 -1 74 -1
192.168.35.18 19 38 -1 74 -1
192.168.35.18 20 38 -1 74 -1
192.168.35.18 21 38 -1 74 -1
192.168.35.18 22 38 -1 74 -1
192.168.35.18 23 38 -1 74 -1
192.168.35.19 0 38 106 74 447
192.168.35.19 1 38 106 74 442
192.168.35.19 2 38 106 74 457
192.168.35.19 3 38 106 74 452
192.168.35.19 4 38 107 74 967
192.168.35.19 5 38 107 74 962
192.168.35.19 6 38 107 74 977
192.168.35.19 7 38 107 74 972
192.168.35.19 8 38 107 74 786
192.168.35.19 9 38 107 74 583
192.168.35.19 10 38 107 74 796
192.168.35.19 11 38 107 74 593
192.168.35.19 12 38 107 74 447
192.168.35.19 13 38 107 74 442
192.168.35.19 14 38 107 74 457
192.168.35.19 15 38 107 74 452
192.168.35.19 16 38 -1 74 -1
192.168.35.19 17 38 -1 74 -1
192.168.35.19 18 38 -1 74 -1
192.168.35.19 19 38 -1 74 -1
192.168.35.19 20 38 -1 74 -1
192.168.35.19 21 38 -1 74 -1
192.168.35.19 22 38 -1 74 -1
192.168.35.19 23 38 -1 74 -1
192.168.35.17 0 39 104 106 345
192.168.35.17 1 39 104 106 340
192.168.35.17 2 39 104 106 355
192.168.35.17 3 39 104 106 350
192.168.35.17 4 39 104 106 641
192.168.35.17 5 39 104 106 768
192.168.35.17 6 39 104 106 651
192.168.35.17 7 39 104 106 778
192.168.35.17 8 39 104 106 1029
192.168.35.17 9 39 104 106 1024
192.168.35.17 10 39 104 106 1039
192.168.35.17 11 39 104 106 1034
192.168.35.17 12 39 103 106 1034
192.168.35.17 13 39 103 106 1039
192.168.35.17 14 39 103 106 1024
192.168.35.17 15 39 103 106 1029
192.168.35.17 16 39 -1 106 -1
192.168.35.17 17 39 -1 106 -1
192.168.35.17 18 39 -1 106 -1
192.168.35.17 19 39 -1 106 -1
192.168.35.17 20 39 -1 106 -1
192.168.35.17 21 39 -1 106 -1
192.168.35.17 22 39 -1 106 -1
192.168.35.17 23 39 -1 106 -1
192.168.35.18 0 39 103 106 778
192.168.35.18 1 39 103 106 651
192.168.35.18 2 39 103 106 768
192.168.35.18 3 39 103 106 641
192.168.35.18 4 39 103 106 350
192.168.35.18 5 39 103 106 355
192.168.35.18 6 39 103 106 340
192.168.35.18 7 39 103 106 345
192.168.35.18 8 39 106 106 1029
192.168.35.18 9 39 106 106 1024
192.168.35.18 10 39 106 106 1039
192.168.35.18 11 39 106 106 1034
192.168.35.18 12 39 106 106 768
192.168.35.18 13 39 106 106 641
192.168.35.18 14 39 106 106 778
192.168.35.18 15 39 106 106 651
192.168.35.18 16 39 -1 106 -1
192.168.35.18 17 39 -1 106 -1
192.168.35.18 18 39 -1 106 -1
192.168.35.18 19 39 -1 106 -1
192.168.35.18 20 39 -1 106 -1
192.168.35.18 21 39 -1 106 -1
192.168.35.18 22 39 -1 106 -1
192.168.35.18 23 39 -1 106 -1
192.168.35.19 0 39 106 106 345
192.168.35.19 1 39 106 106 340
192.168.35.19 2 39 106 106 355
192.168.35.19 3 39 106 106 350
192.168.35.19 4 39 107 106 1029
192.168.35.19 5 39 107 106 1024
192.168.35.19 6 39 107 106 1039
192.168.35.19 7 39 107 106 1034
192.168.35.19 8 39 107 106 768
192.168.35.19 9 39 107 106 641
192.168.35.19 10 39 107 106 778
192.168.35.19 11 39 107 106 651
192.168.35.19 12 39 107 106 345
192.168.35.19 13 39 107 106 340
192.168.35.19 14 39 107 106 355
192.168.35.19 15 39 107 106 350
192.168.35.19 16 39 -1 106 -1
192.168.35.19 17 39 -1 106 -1
192.168.35.19 18 39 -1 106 -1
192.168.35.19 19 39 -1 106 -1
192.168.35.19 20 39 -1 106 -1
192.168.35.19 21 39 -1 106 -1
192.168.35.19 22 39 -1 106 -1
192.168.35.19 23 39 -1 106 -1
192.168.35.17 0 40 104 18 289
192.168.35.17 1 40 104 18 284
192.168.35.17 2 40 104 18 299
192.168.35.17 3 40 104 18 294
192.168.35.17 4 40 104 18 668
192.168.35.17 5 40 104 18 701
192.168.35.17 6 40 104 18 678
192.168.35.17 7 40 104 18 711
192.168.35.17 8 40 104 18 1125
192.168.35.17 9 40 104 18 1120
192.168.35.17 10 40 104 18 1135
192.168.35.17 11 40 104 18 1130
192.168.35.17 12 40 103 18 1130
192.168.35.17 13 40 103 18 1135
192.168.35.17 14 40 103 18 1120
192.168.35.17 15 40 103 18 1125
192.168.35.17 16 40 -1 18 -1
192.168.35.17 17 40 -1 18 -1
192.168.35.17 18 40 -1 18 -1
192.168.35.17 19 40 -1 18 -1
192.168.35.17 20 40 -1 18 -1
192.168.35.17 21 40 -1 18 -1
192.168.35.17 22 40 -1 18 -1
192.168.35.17 23 40 -1 18 -1
192.168.35.18 0 40 103 18 711
192.168.35.18 1 40 103 18 678
192.168.35.18 2 40 103 18 701
192.168.35.18 3 40 103 18 668
192.168.35.18 4 40 103 18 294
192.168.35.18 5 40 103 18 299
192.168.35.18 6 40 103 18 284
192.168.35.18 7 40 103 18 289
192.168.35.18 8 40 106 18 1125
192.168.35.18 9 40 106 18 1120
192.168.35.18 10 40 106 18 1135
192.168.35.18 11 40 106 18 1130
192.168.35.18 12 40 106 18 701
192.168.35.18 13 40 106 18 668
192.168.35.18 14 40 106 18 711
192.168.35.18 15 40 106 18 678
192.168.35.18 16 40 -1 18 -1
192.168.35.18 17 40 -1 18 -1
192.168.35.18 18 40 -1 18 -1
192.168.35.18 19 40 -1 18 -1
192.168.35.18 20 40 -1 18 -1
192.168.35.18 21 40 -1 18 -1
192.168.35.18 22 40 -1 18 -1
192.168.35.18 23 40 -1 18 -1
192.168.35.19 0 40 106 18 289
192.168.35.19 1 40 106 18 284
192.168.35.19 2 40 106 18 299
192.168.35.19 3 40 106 18 294
192.168.35.19 4 40 107 18 1125
192.168.35.19 5 40 107 18 1120
192.168.35.19 6 40 107 18 1135
192.168.35.19 7 40 107 18 1130
192.168.35.19 8 40 107 18 701
192.168.35.19 9 40 107 18 668
192.168.35.19 10 40 107 18 711
192.168.35.19 11 40 107 18 678
192.168.35.19 12 40 107 18 289
192.168.35.19 13 40 107 18 284
192.168.35.19 14 40 107 18 299
192.168.35.19 15 40 107 18 294
192.168.35.19 16 40 -1 18 -1
192.168.35.19 17 40 -1 18 -1
192.168.35.19 18 40 -1 18 -1
192.168.35.19 19 40 -1 18 -1
192.168.35.19 20 40 -1 18 -1
192.168.35.19 21 40 -1 18 -1
192.168.35.19 22 40 -1 18 -1
192.168.35.19 23 40 -1 18 -1
192.168.35.17 0 41 104 50 448
192.168.35.17 1 41 104 50 443
192.168.35.17 2 41 104 50 458
192.168.35.17 3 41 104 50 453
192.168.35.17 4 41 104 50 585
192.168.35.17 5 41 104 50 784
192.168.35.17 6 41 104 50 595
192.168.35.17 7 41 104 50 794
192.168.35.17 8 41 104 50 966
192.168.35.17 9 41 104 50 961
192.168.35.17 10 41 104 50 976
192.168.35.17 11 41 104 50 971
192.168.35.17 12 41 103 50 971
192.168.35.17 13 41 103 50 976
192.168.35.17 14 41 103 50 961
192.168.35.17 15 41 103 50 966
192.168.35.17 16 41 -1 50 -1
192.168.35.17 17 41 -1 50 -1
192.168.35.17 18 41 -1 50 -1
192.168.35.17 19 41 -1 50 -1
192.168.35.17 20 41 -1 50 -1
192.168.35.17 21 41 -1 50 -1
192.168.35.17 22 41 -1 50 -1
192.168.35.17 23 41 -1 50 -1
192.168.35.18 0 41 103 50 794
192.168.35.18 1 41 103 50 595
192.168.35.18 2 41 103 50 784
192.168.35.18 3 41 103 50 585
192.168.35.18 4 41 103 50 453
192.168.35.18 5 41 103 50 458
192.168.35.18 6 41 103 50 443
192.168.35.18 7 41 103 50 448
192.168.35.18 8 41 106 50 966
192.168.35.18 9 41 106 50 961
192.168.35.18 10 41 106 50 976
192.168.35.18 11 41 106 50 971
192.168.35.18 12 41 106 50 784
192.168.35.18 13 41 106 50 585
192.168.35.18 14 41 106 50 794
192.168.35.18 15 41 106 50 595
192.168.35.18 16 41 -1 50 -1
192.168.35.18 17 41 -1 50 -1
192.168.35.18 18 41 -1 50 -1
192.168.35.18 19 41 -1 50 -1
192.168.35.18 20 41 -1 50 -1
192.168.35.18 21 41 -1 50 -1
192.168.35.18 22 41 -1 50 -1
192.168.35.18 23 41 -1 50 -1
192.168.35.19 0 41 106 50 448
192.168.35.19 1 41 106 50 443
192.168.35.19 2 41 106 50 458
192.168.35.19 3 41 106 50 453
192.168.35.19 4 41 107 50 966
192.168.35.19 5 41 107 50 961
192.168.35.19 6 41 107 50 976
192.168.35.19 7 41 107 50 971
192.168.35.19 8 41 107 50 784
192.168.35.19 9 41 107 50 585
192.168.35.19 10 41 107 50 794
192.168.35.19 11 41 107 50 595
192.168.35.19 12 41 107 50 448
192.168.35.19 13 41 107 50 443
192.168.35.19 14 41 107 50 458
192.168.35.19 15 41 107 50 453
192.168.35.19 16 41 -1 50 -1
192.168.35.19 17 41 -1 50 -1
192.168.35.19 18 41 -1 50 -1
192.168.35.19 19 41 -1 50 -1
192.168.35.19 20 41 -1 50 -1
192.168.35.19 21 41 -1 50 -1
192.168.35.19 22 41 -1 50 -1
192.168.35.19 23 41 -1 50 -1
192.168.35.17 0 42 104 82 346
192.168.35.17 1 42 104 82 341
192.168.35.17 2 42 104 82 356
192.168.35.17 3 42 104 82 351
192.168.35.17 4 42 104 82 643
192.168.35.17 5 42 104 82 766
192.168.35.17 6 42 104 82 653
192.168.35.17 7 42 104 82 776
192.168.35.17 8 42 104 82 1028
192.168.35.17 9 42 104 82 1023
192.168.35.17 10 42 104 82 1038
192.168.35.17 11 42 104 82 1033
192.168.35.17 12 42 103 82 1033
192.168.35.17 13 42 103 82 1038
192.168.35.17 14 42 103 82 1023
192.168.35.17 15 42 103 82 1028
192.168.35.17 16 42 -1 82 -1
192.168.35.17 17 42 -1 82 -1
192.168.35.17 18 42 -1 82 -1
192.168.35.17 19 42 -1 82 -1
192.168.35.17 20 42 -1 82 -1
192.168.35.17 21 42 -1 82 -1
192.168.35.17 22 42 -1 82 -1
192.168.35.17 23 42 -1 82 -1
192.168.35.18 0 42 103 82 776
192.168.35.18 1 42 103 82 653
192.168.35.18 2 42 103 82 766
192.168.35.18 3 42 103 82 643
192.168.35.18 4 42 103 82 351
192.168.35.18 5 42 103 82 356
192.168.35.18 6 42 103 82 341
192.168.35.18 7 42 103 82 346
192.168.35.18 8 42 106 82 1028
192.168.35.18 9 42 106 82 1023
192.168.35.18 10 42 106 82 1038
192.168.35.18 11 42 106 82 1033
192.168.35.18 12 42 106 82 766
192.168.35.18 13 42 106 82 643
192.168.35.18 14 42 106 82 776
192.168.35.18 15 42 106 82 653
192.168.35.18 16 42 -1 82 -1
192.168.35.18 17 42 -1 82 -1
192.168.35.18 18 42 -1 82 -1
192.168.35.18 19 42 -1 82 -1
192.168.35.18 20 42 -1 82 -1
192.168.35.18 21 42 -1 82 -1
192.168.35.18 22 42 -1 82 -1
192.168.35.18 23 42 -1 82 -1
192.168.35.19 0 42 106 82 346
192.168.35.19 1 42 106 82 341
192.168.35.19 2 42 106 82 356
192.168.35.19 3 42 106 82 351
192.168.35.19 4 42 107 82 1028
192.168.35.19 5 42 107 82 1023
192.168.35.19 6 42 107 82 1038
192.168.35.19 7 42 107 82 1033
192.168.35.19 8 42 107 82 766
192.168.35.19 9 42 107 82 643
192.168.35.19 10 42 107 82 776
192.168.35.19 11 42 107 82 653
192.168.35.19 12 42 107 82 346
192.168.35.19 13 42 107 82 341
192.168.35.19 14 42 107 82 356
192.168.35.19 15 42 107 82 351
192.168.35.19 16 42 -1 82 -1
192.168.35.19 17 42 -1 82 -1
192.168.35.19 18 42 -1 82 -1
192.168.35.19 19 42 -1 82 -1
192.168.35.19 20 42 -1 82 -1
192.168.35.19 21 42 -1 82 -1
192.168.35.19 22 42 -1 82 -1
192.168.35.19 23 42 -1 82 -1
192.168.35.17 0 43 104 114 285
192.168.35.17 1 43 104 114 280
192.168.35.17 2 43 104 114 295
192.168.35.17 3 43 104 114 290
192.168.35.17 4 43 104 114 660
192.168.35.17 5 43 104 114 709
192.168.35.17 6 43 104 114 670
192.168.35.17 7 43 104 114 719
192.168.35.17 8 43 104 114 1129
192.168.35.17 9 43 104 114 1124
192.168.35.17 10 43 104 114 1139
192.168.35.17 11 43 104 114 1134
192.168.35.17 12 43 103 114 1134
192.168.35.17 13 43 103 114 1139
192.168.35.17 14 43 103 114 1124
192.168.35.17 15 43 103 114 1129
192.168.35.17 16 43 -1 114 -1
192.168.35.17 17 43 -1 114 -1
192.168.35.17 18 43 -1 114 -1
192.168.35.17 19 43 -1 114 -1
192.168.35.17 20 43 -1 114 -1
192.168.35.17 21 43 -1 114 -1
192.168.35.17 22 43 -1 114 -1
192.168.35.17 23 43 -1 114 -1
192.168.35.18 0 43 103 114 719
192.168.35.18 1 43 103 114 670
192.168.35.18 2 43 103 114 709
192.168.35.18 3 43 103 114 660
192.168.35.18 4 43 103 114 290
192.168.35.18 5 43 103 114 295
192.168.35.18 6 43 103 114 280
192.168.35.18 7 43 103 114 285
192.168.35.18 8 43 106 114 1129
192.168.35.18 9 43 106 114 1124
192.168.35.18 10 43 106 114 1139
192.168.35.18 11 43 106 114 1134
192.168.35.18 12 43 106 114 709
192.168.35.18 13 43 106 114 660
192.168.35.18 14 43 106 114 719
192.168.35.18 15 43 106 114 670
192.168.35.18 16 43 -1 114 -1
192.168.35.18 17 43 -1 114 -1
192.168.35.18 18 43 -1 114 -1
192.168.35.18 19 43 -1 114 -1
192.168.35.18 20 43 -1 114 -1
192.168.35.18 21 43 -1 114 -1
192.168.35.18 22 43 -1 114 -1
192.168.35.18 23 43 -1 114 -1
192.168.35.19 0 43 106 114 285
192.168.35.19 1 43 106 114 280
192.168.35.19 2 43 106 114 295
192.168.35.19 3 43 106 114 290
192.168.35.19 4 43 107 114 1129
192.168.35.19 5 43 107 114 1124
192.168.35.19 6 43 107 114 1139
192.168.35.19 7 43 107 114 1134
192.168.35.19 8 43 107 114 709
192.168.35.19 9 43 107 114 660
192.168.35.19 10 43 107 114 719
192.168.35.19 11 43 107 114 670
192.168.35.19 12 43 107 114 285
192.168.35.19 13 43 107 114 280
192.168.35.19 14 43 107 114 295
192.168.35.19 15 43 107 114 290
192.168.35.19 16 43 -1 114 -1
192.168.35.19 17 43 -1 114 -1
192.168.35.19 18 43 -1 114 -1
192.168.35.19 19 43 -1 114 -1
192.168.35.19 20 43 -1 114 -1
192.168.35.19 21 43 -1 114 -1
192.168.35.19 22 43 -1 114 -1
192.168.35.19 23 43 -1 114 -1
192.168.35.17 0 44 104 26 449
192.168.35.17 1 44 104 26 444
192.168.35.17 2 44 104 26 459
192.168.35.17 3 44 104 26 454
192.168.35.17 4 44 104 26 587
192.168.35.17 5 44 104 26 782
192.168.35.17 6 44 104 26 597
192.168.35.17 7 44 104 26 792
192.168.35.17 8 44 104 26 965
192.168.35.17 9 44 104 26 960
192.168.35.17 10 44 104 26 975
192.168.35.17 11 44 104 26 970
192.168.35.17 12 44 103 26 970
192.168.35.17 13 44 103 26 975
192.168.35.17 14 44 103 26 960
192.168.35.17 15 44 103 26 965
192.168.35.17 16 44 -1 26 -1
192.168.35.17 17 44 -1 26 -1
192.168.35.17 18 44 -1 26 -1
192.168.35.17 19 44 -1 26 -1
192.168.35.17 20 44 -1 26 -1
192.168.35.17 21 44 -1 26 -1
192.168.35.17 22 44 -1 26 -1
192.168.35.17 23 44 -1 26 -1
192.168.35.18 0 44 103 26 792
192.168.35.18 1 44 103 26 597
192.168.35.18 2 44 103 26 782
192.168.35.18 3 44 103 26 587
192.168.35.18 4 44 103 26 454
192.168.35.18 5 44 103 26 459
192.168.35.18 6 44 103 26 444
192.168.35.18 7 44 103 26 449
192.168.35.18 8 44 106 26 965
192.168.35.18 9 44 106 26 960
192.168.35.18 10 44 106 26 975
192.168.35.18 11 44 106 26 970
192.168.35.18 12 44 106 26 782
192.168.35.18 13 44 106 26 587
192.168.35.18 14 44 106 26 792
192.168.35.18 15 44 106 26 597
192.168.35.18 16 44 -1 26 -1
192.168.35.18 17 44 -1 26 -1
192.168.35.18 18 44 -1 26 -1
192.168.35.18 19 44 -1 26 -1
192.168.35.18 20 44 -1 26 -1
192.168.35.18 21 44 -1 26 -1
192.168.35.18 22 44 -1 26 -1
192.168.35.18 23 44 -1 26 -1
192.168.35.19 0 44 106 26 449
192.168.35.19 1 44 106 26 444
192.168.35.19 2 44 106 26 459
192.168.35.19 3 44 106 26 454
192.168.35.19 4 44 107 26 965
192.168.35.19 5 44 107 26 960
192.168.35.19 6 44 107 26 975
192.168.35.19 7 44 107 26 970
192.168.35.19 8 44 107 26 782
192.168.35.19 9 44 107 26 587
192.168.35.19 10 44 107 26 792
192.168.35.19 11 44 107 26 597
192.168.35.19 12 44 107 26 449
192.168.35.19 13 44 107 26 444
192.168.35.19 14 44 107 26 459
192.168.35.19 15 44 107 26 454
192.168.35.19 16 44 -1 26 -1
192.168.35.19 17 44 -1 26 -1
192.168.35.19 18 44 -1 26 -1
192.168.35.19 19 44 -1 26 -1
192.168.35.19 20 44 -1 26 -1
192.168.35.19 21 44 -1 26 -1
192.168.35.19 22 44 -1 26 -1
192.168.35.19 23 44 -1 26 -1
192.168.35.17 0 45 104 58 347
192.168.35.17 1 45 104 58 342
192.168.35.17 2 45 104 58 357
192.168.35.17 3 45 104 58 352
192.168.35.17 4 45 104 58 645
192.168.35.17 5 45 104 58 764
192.168.35.17 6 45 104 58 655
192.168.35.17 7 45 104 58 774
192.168.35.17 8 45 104 58 1027
192.168.35.17 9 45 104 58 1022
192.168.35.17 10 45 104 58 1037
192.168.35.17 11 45 104 58 1032
192.168.35.17 12 45 103 58 1032
192.168.35.17 13 45 103 58 1037
192.168.35.17 14 45 103 58 1022
192.168.35.17 15 45 103 58 1027
192.168.35.17 16 45 -1 58 -1
192.168.35.17 17 45 -1 58 -1
192.168.35.17 18 45 -1 58 -1
192.168.35.17 19 45 -1 58 -1
192.168.35.17 20 45 -1 58 -1
192.168.35.17 21 45 -1 58 -1
192.168.35.17 22 45 -1 58 -1
192.168.35.17 23 45 -1 58 -1
192.168.35.18 0 45 103 58 774
192.168.35.18 1 45 103 58 655
192.168.35.18 2 45 103 58 764
192.168.35.18 3 45 103 58 645
192.168.35.18 4 45 103 58 352
192.168.35.18 5 45 103 58 357
192.168.35.18 6 45 103 58 342
192.168.35.18 7 45 103 58 347
192.168.35.18 8 45 106 58 1027
192.168.35.18 9 45 106 58 1022
192.168.35.18 10 45 106 58 1037
192.168.35.18 11 45 106 58 1032
192.168.35.18 12 45 106 58 764
192.168.35.18 13 45 106 58 645
192.168.35.18 14 45 106 58 774
192.168.35.18 15 45 106 58 655
192.168.35.18 16 45 -1 58 -1
192.168.35.18 17 45 -1 58 -1
192.168.35.18 18 45 -1 58 -1
192.168.35.18 19 45 -1 58 -1
192.168.35.18 20 45 -1 58 -1
192.168.35.18 21 45 -1 58 -1
192.168.35.18 22 45 -1 58 -1
192.168.35.18 23 45 -1 58 -1
192.168.35.19 0 45 106 58 347
192.168.35.19 1 45 106 58 342
192.168.35.19 2 45 106 58 357
